"","id","group","age_at_test","mass","time_point","Maturity_offset","Jump_height","Jump_speed","Bounciness","l_kicker","r_kicker","l_grip","r_grip","l_ham","r_ham","x10m_accel","x20m_speed","Fitness","mass_mean","mass_sd","Jump_height_mean","Jump_height_sd","Jump_speed_mean","Jump_speed_sd","Bounciness_mean","Bounciness_sd","l_kicker_mean","l_kicker_sd","r_kicker_mean","r_kicker_sd","l_grip_mean","l_grip_sd","r_grip_mean","r_grip_sd","l_ham_mean","l_ham_sd","r_ham_mean","r_ham_sd","x10m_accel_mean","x10m_accel_sd","x20m_speed_mean","x20m_speed_sd","Fitness_mean","Fitness_sd","mass_tscore","Jump_height_tscore","Jump_speed_tscore","Bounciness_tscore","l_kicker_tscore","r_kicker_tscore","l_grip_tscore","r_grip_tscore","l_ham_tscore","r_ham_tscore","x10m_accel_tscore","x20m_speed_tscore","Fitness_tscore"
"11","ETC03","u13s",NA,30.2,"Autumn 2023",NA,20.7,0.31,0.93,NA,NA,NA,NA,NA,NA,2.05,3.65,NA,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,28.1620776815808,49.9165069524342,41.9526904086862,41.8978113114484,NA,NA,NA,NA,NA,NA,43.825272339615,49.0420435346189,NA
"12","ETC03","u13s",NA,32.4,"Feb 2024",NA,17.2,0.25,0.92,NA,NA,NA,NA,141.5,130.5,2.2,3.83,NA,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,31.9705702996492,38.3134290186636,31.2295635010749,41.4632481517526,NA,NA,NA,NA,35.8972648098546,29.737052219894,67.9065615651828,62.8463608601018,NA
"13","ETC03","u13s",NA,35.2,"August 2024",NA,20.4,0.29,1.17,NA,NA,NA,NA,170,147.5,2.15,NA,16,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,36.8177427226454,48.9219574152539,38.3783147728157,52.3273271441489,NA,NA,NA,NA,42.8797265326628,34.1054975008891,59.8794651566602,NA,43.9851254092676
"14","ETC03","u13s",NA,33.2,"April 2024",NA,19.2,0.28,1.03,NA,NA,NA,NA,144,141.25,2.24846153846154,3.9245,16,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,33.3554767062196,44.9437592665326,36.5911269548805,46.243442908407,NA,NA,NA,NA,36.5097614522062,32.4994514416997,75.6866703919047,70.0936274559803,43.9851254092676
"15","ETC03","u13s",NA,38.1,"April 2025",NA,17.8,0.21,1.01,NA,NA,NA,NA,157.25,164,2.23,3.9,16.5,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,41.8380284464628,40.3025280930243,24.080812229334,45.3743165890153,NA,NA,NA,NA,39.7559936566696,38.3454590971491,72.7228194102964,68.2147064866785,49.6137236501364
"16","ETC04","u12s",NA,33.1,"Autumn 2023",NA,21.5,0.34,1.29,NA,NA,NA,NA,NA,NA,2.16,3.77,NA,44.0480555555556,10.4297109591988,19.3690277777778,3.63893577891388,0.318173611111111,0.0696870762553641,0.971631944444444,0.208057858331393,180.229166666667,33.4941409960101,196.979166666667,35.769695517634,3.69848225267367,0.552445906782572,3.84422230408722,0.696664152632594,188.820075757576,41.0172675164716,204.424242424242,49.1262203093778,2.15752136752137,0.114397011865425,3.82452777777778,0.226989011346677,15.5333333333333,1.31105287808036,39.5030115423289,55.8560314105303,53.132056912376,65.3019000632248,NA,NA,NA,NA,NA,NA,50.2166693376177,47.5977789649694,NA
"17","ETC05","u14s",12,58.5,"September 2025",0.924455956373694,15,0.25,0.84,215,242.5,4.13675213675214,3.41880341880342,248.75,287.5,1.98,3.58,17.5,53.4613675213675,8.0287949059666,21.9095726495726,3.3081959341734,0.34757264957265,0.0730129844543789,1.1635701754386,0.238010827697964,220.539473684211,29.5108576014705,228.368421052632,35.3711833847143,4.77574028328648,0.770433055597295,5.11831803759369,0.820113139004277,240.151175213675,45.4189995975412,252.981303418803,53.380298972688,2.01997939951786,0.0764463408794256,3.53224429824561,0.13276443729857,17.2108974358974,1.45780711539456,56.2757020669291,29.1137744345874,36.6362606183265,36.4052329648966,48.1229031839676,53.9952236807195,41.7061172039281,29.2770711995457,51.8932219693342,56.4665611181492,44.7702664302902,53.5970251315862,51.9831331665871
"18","ETC05","u12s",11,51.4,"August 2024",0.474881406062661,14.2,0.24,0.99,NA,NA,NA,NA,216.75,263.25,2.16,3.81,17,44.0480555555556,10.4297109591988,19.3690277777778,3.63893577891388,0.318173611111111,0.0696870762553641,0.971631944444444,0.208057858331393,180.229166666667,33.4941409960101,196.979166666667,35.769695517634,3.69848225267367,0.552445906782572,3.84422230408722,0.696664152632594,188.820075757576,41.0172675164716,204.424242424242,49.1262203093778,2.15752136752137,0.114397011865425,3.82452777777778,0.226989011346677,15.5333333333333,1.31105287808036,57.0490394922787,35.7952212079967,38.7821938712641,50.8828340204434,NA,NA,NA,NA,56.8093088432105,61.9744114660757,50.2166693376177,49.3599788072741,61.1869375460596
"19","ETC05","u12s",10,43.6,"Autumn 2023",0.0598721040919488,15.8,0.31,1.06,NA,NA,NA,NA,NA,NA,2.08,3.69,NA,44.0480555555556,10.4297109591988,19.3690277777778,3.63893577891388,0.318173611111111,0.0696870762553641,0.971631944444444,0.208057858331393,180.229166666667,33.4941409960101,196.979166666667,35.769695517634,3.69848225267367,0.552445906782572,3.84422230408722,0.696664152632594,188.820075757576,41.0172675164716,204.424242424242,49.1262203093778,2.15752136752137,0.114397011865425,3.82452777777778,0.226989011346677,15.5333333333333,1.31105287808036,49.5704046283657,40.1921111154014,48.8270980000424,54.2472827637591,NA,NA,NA,NA,NA,NA,43.223479682095,44.0733792803602,NA
"20","ETC05","u12s",10,45.5,"Feb 2024",0.180676406556339,12.9,0.22,0.94,NA,NA,NA,NA,203.75,202.75,2.12,3.7,NA,44.0480555555556,10.4297109591988,19.3690277777778,3.63893577891388,0.318173611111111,0.0696870762553641,0.971631944444444,0.208057858331393,180.229166666667,33.4941409960101,196.979166666667,35.769695517634,3.69848225267367,0.552445906782572,3.84422230408722,0.696664152632594,188.820075757576,41.0172675164716,204.424242424242,49.1262203093778,2.15752136752137,0.114397011865425,3.82452777777778,0.226989011346677,15.5333333333333,1.31105287808036,51.3921233772676,32.2227481582305,35.9122212630417,48.4796563466465,NA,NA,NA,NA,53.6399119557218,49.6591957586603,46.7200745098563,44.5139292409363,NA
"21","ETC05","u12s",10,47.2,"April 2024",0.34433168114813,12.9,0.34,0.86,NA,NA,NA,NA,NA,NA,2.19,3.9,16.5,44.0480555555556,10.4297109591988,19.3690277777778,3.63893577891388,0.318173611111111,0.0696870762553641,0.971631944444444,0.208057858331393,180.229166666667,33.4941409960101,196.979166666667,35.769695517634,3.69848225267367,0.552445906782572,3.84422230408722,0.696664152632594,188.820075757576,41.0172675164716,204.424242424242,49.1262203093778,2.15752136752137,0.114397011865425,3.82452777777778,0.226989011346677,15.5333333333333,1.31105287808036,53.022082257864,32.2227481582305,53.132056912376,44.6345720685715,NA,NA,NA,NA,NA,NA,52.8391154584387,53.3249284524595,57.3732088371756
"22","ETC07","u14s",12,50.5,"September 2025",1.22404345405646,28.3,0.48,1.34,227.75,227,5.76237623762376,6.21782178217822,265.5,299.5,1.95,3.39,17.5,53.4613675213675,8.0287949059666,21.9095726495726,3.3081959341734,0.34757264957265,0.0730129844543789,1.1635701754386,0.238010827697964,220.539473684211,29.5108576014705,228.368421052632,35.3711833847143,4.77574028328648,0.770433055597295,5.11831803759369,0.820113139004277,240.151175213675,45.4189995975412,252.981303418803,53.380298972688,2.01997939951786,0.0764463408794256,3.53224429824561,0.13276443729857,17.2108974358974,1.45780711539456,46.3115666098697,69.3169554572471,68.1375068307331,57.4126806022999,52.4433469244317,49.6131254536361,62.8062515901835,63.4067324652239,55.5811059272422,58.7145814985034,40.8459451802624,39.2859638364056,51.9831331665871
"23","ETC07","u13s",10,39.2,"Autumn 2023",0.623811072986345,22.8,0.48,1,NA,NA,NA,NA,NA,NA,2.02,3.54,NA,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,43.742274755497,56.8783537126966,72.3348833135848,44.9397534293194,NA,NA,NA,NA,NA,NA,39.0090144945015,40.6060718357126,NA
"24","ETC07","u13s",11,46.1,"August 2024",0.959934332553685,25.5,0.42,1.07,NA,NA,NA,NA,236.25,215.75,2.03,3.5,17,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,55.6870925121661,65.8292995473196,61.6117564059735,47.9816955471904,NA,NA,NA,NA,59.1108875549799,51.6435204672371,40.614433776206,37.5384457633831,55.2423218910053
"25","ETC07","u13s",10,41.5,"Feb 2024",0.687787080424365,19.9,0.35,0.93,NA,NA,NA,NA,199.5,193.25,2,3.48,NA,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,47.7238806743867,47.2643748532867,49.101441680427,41.8978113114484,NA,NA,NA,NA,50.1071869124115,45.8617546541554,35.7981759310925,36.0046327272183,NA
"26","ETC07","u13s",10,42.6,"April 2024",0.800625570343028,19.4,0.34,0.98,NA,NA,NA,NA,NA,NA,2.04,3.59,17.5,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,49.6281269834209,45.6067922913194,47.3142538624918,44.0706271099277,NA,NA,NA,NA,NA,NA,42.2198530579106,44.4406044261245,60.8709201318741
"27","ETC07","u13s",11,48.3,"April 2025",1.16537823128883,26.8,0.5,1.37,NA,NA,NA,NA,220,228.5,1.89,3.3,17.5,42.8148148148148,5.77656364505651,20.7251851851852,3.01644099951556,0.355027777777778,0.0559538281295654,1.11644444444444,0.230116147144155,NA,NA,NA,NA,NA,NA,NA,NA,199.0625,40.8165502818369,209.354166666667,38.9154468157319,2.08846177587844,0.0622890238952577,3.66249117647059,0.130393988891952,16.5343137254902,0.88832064148679,59.4955851302345,70.1390142084344,75.9092589494552,61.018590338066,NA,NA,NA,NA,55.1296593796946,54.9198544279835,18.1385638323428,22.2003154017354,60.8709201318741
